,carat,cut,color,clarity,depth,table,x,y,z,price
40244,0.37,Ideal,D,VS2,61.3,56.0,4.64,4.6,2.83,1124
43482,0.38,Very Good,E,IF,59.5,57.0,4.77,4.84,2.86,1421
4326,1.01,Fair,F,SI2,67.3,62.0,6.09,6.03,4.08,3597
6119,1.01,Premium,G,SI2,60.6,59.0,6.49,6.41,3.91,3981
10865,1.01,Very Good,H,SI1,61.8,59.0,6.37,6.41,3.95,4876
26082,2.24,Ideal,J,VS2,61.8,54.0,8.41,8.36,5.18,15316
7482,1.06,Premium,G,SI2,61.1,62.0,6.61,6.55,4.02,4238
47733,0.7,Very Good,I,SI1,63.2,59.0,5.59,5.62,3.54,1890
26204,1.5,Very Good,F,VS1,60.5,55.0,7.39,7.48,4.5,15585
7838,0.96,Ideal,G,SI1,63.0,53.0,6.24,6.21,3.92,4301
50528,0.75,Premium,F,SI2,60.9,58.0,5.88,5.91,3.59,2274
39839,0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,1098
11219,1.0,Very Good,F,SI1,59.4,60.0,6.47,6.52,3.86,4961
24752,1.5,Premium,H,IF,63.0,59.0,7.3,7.23,4.58,13107
46833,0.67,Premium,F,SI1,61.3,59.0,5.65,5.63,3.46,1809
32878,0.36,Premium,H,VS1,60.8,59.0,4.62,4.59,2.8,810
40442,0.4,Good,E,VS1,63.8,57.0,4.72,4.69,3.0,1138
32104,0.33,Ideal,D,VS2,62.1,55.0,4.43,4.46,2.76,781
20835,1.01,Very Good,F,VVS2,61.1,58.0,6.43,6.47,3.94,9065
39315,0.53,Very Good,G,SI2,60.8,58.0,5.19,5.21,3.16,1070
51895,0.73,Ideal,E,SI2,62.8,55.0,5.73,5.76,3.61,2431
35517,0.43,Ideal,I,VVS1,62.2,57.0,4.81,4.84,3.0,905
8156,1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98,4360
20627,1.54,Ideal,G,SI2,62.3,60.0,7.29,7.34,4.56,8923
40467,0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,1140
34657,0.31,Ideal,E,VS2,61.6,56.0,4.38,4.32,2.68,872
28049,0.38,Very Good,F,SI1,61.5,54.0,4.69,4.71,2.89,660
17664,1.03,Ideal,G,VS1,62.0,57.0,6.45,6.48,4.0,7119
46094,0.53,Ideal,F,VS1,61.6,55.0,5.24,5.21,3.22,1740
23957,2.02,Very Good,G,SI2,63.1,57.0,8.01,7.97,5.04,12094
41016,0.41,Ideal,E,VVS2,61.4,53.9,4.79,4.81,2.95,1186
27429,2.25,Premium,H,SI2,62.8,59.0,0.0,0.0,0.0,18034
13813,1.25,Very Good,J,VS1,60.4,60.0,6.99,7.08,4.25,5628
13664,1.5,Ideal,I,I1,61.3,57.0,7.36,7.39,4.52,5593
1578,0.71,Ideal,G,SI1,61.9,56.0,5.73,5.76,3.55,3007
28472,0.32,Premium,G,VS2,58.4,57.0,4.53,4.51,2.64,672
17476,1.13,Ideal,G,VS2,62.7,56.0,6.65,6.61,4.16,7016
9082,1.03,Premium,E,SI2,61.0,60.0,6.53,6.46,3.96,4522
51926,0.61,Ideal,H,IF,62.0,54.4,5.44,5.47,3.38,2438
38778,0.31,Ideal,E,VVS2,61.7,56.0,4.36,4.33,2.68,1046
1235,1.03,Fair,G,SI2,65.7,59.0,6.3,6.24,4.12,2942
8268,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4381
385,0.99,Fair,I,SI2,68.1,56.0,6.21,6.06,4.18,2811
44129,0.54,Ideal,H,VS1,61.0,56.0,5.25,5.27,3.21,1560
14166,1.01,Good,D,SI1,58.3,59.0,6.59,6.61,3.85,5747
20418,1.06,Ideal,F,VVS2,61.1,57.0,6.62,6.57,4.03,8776
40483,0.64,Good,J,SI2,64.7,54.0,5.39,5.43,3.5,1141
11204,1.13,Ideal,H,SI1,62.0,57.0,6.66,6.73,4.15,4959
35534,0.36,Good,F,VS1,63.9,54.0,4.52,4.5,2.88,905
15369,0.3,Premium,F,VS2,62.5,58.0,4.26,4.28,2.67,605
47436,0.55,Ideal,G,VS2,60.4,56.0,5.38,5.31,3.23,1854
19393,1.53,Premium,J,VS1,60.1,59.0,7.47,7.51,4.5,8058
29477,0.32,Ideal,F,VS1,61.3,56.0,4.4,4.44,2.71,702
220,0.76,Ideal,G,VS2,61.3,56.0,5.9,5.94,3.63,2782
16965,1.22,Premium,H,SI1,61.8,57.0,6.86,6.82,4.23,6776
32771,0.34,Ideal,D,SI1,62.7,56.0,4.48,4.45,2.8,803
41695,0.49,Premium,G,VS2,59.8,59.0,5.16,5.14,3.08,1240
36065,0.38,Ideal,E,VS1,61.6,56.0,4.65,4.7,2.88,924
32627,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,458
49336,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2095
27336,2.28,Premium,H,SI2,62.1,59.0,8.4,8.44,5.23,17892
36604,0.34,Ideal,E,SI2,62.4,57.0,4.47,4.5,2.8,477
33207,0.4,Ideal,J,SI1,61.2,56.0,4.77,4.81,2.93,820
19228,1.05,Ideal,D,VS2,61.7,59.0,6.5,6.53,4.02,7965
36834,0.34,Good,D,VVS1,57.4,62.0,4.67,4.71,2.69,957
18346,1.01,Ideal,F,VS1,62.0,57.0,6.39,6.45,3.98,7465
3334,0.91,Premium,G,SI2,60.4,61.0,6.28,6.21,3.77,3376
36897,0.33,Ideal,H,IF,60.6,57.0,4.51,4.5,2.73,959
786,0.62,Ideal,G,VVS2,61.6,56.0,5.48,5.51,3.38,2861
49955,0.3,Ideal,H,SI1,63.0,54.0,4.3,4.27,2.7,540
4612,0.9,Very Good,E,SI2,62.6,60.0,6.09,6.18,3.84,3662
29930,0.37,Very Good,I,VVS2,60.9,58.0,4.64,4.68,2.84,714
3850,1.01,Fair,F,SI2,64.8,55.0,6.37,6.26,4.1,3477
30410,0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
27577,2.11,Very Good,D,SI2,60.9,60.0,8.21,8.28,5.02,18407
23431,1.53,Premium,G,SI1,62.3,58.0,7.35,7.3,4.56,11421
30814,0.39,Good,G,VS2,60.3,60.6,4.7,4.71,2.84,743
46600,0.54,Ideal,D,SI1,60.7,56.0,5.3,5.27,3.21,1786
49849,0.56,Ideal,D,VS1,62.6,59.0,5.24,5.31,3.3,2170
51874,0.71,Very Good,H,VS1,62.8,59.0,5.61,5.7,3.55,2428
15868,1.21,Ideal,H,SI2,62.1,58.0,6.78,6.84,4.23,6347
26224,2.12,Ideal,I,SI2,61.0,57.0,8.28,8.31,5.06,15647
34649,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,872
8226,1.0,Ideal,F,SI2,61.3,56.0,6.43,6.46,3.95,4372
50342,0.58,Good,E,VVS1,61.9,63.0,5.27,5.33,3.28,2243
8826,1.02,Ideal,E,SI2,62.8,55.0,6.43,6.4,4.03,4478
16995,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6787
50631,0.23,Very Good,E,VS2,60.8,58.0,3.98,4.02,2.43,402
24251,1.51,Ideal,F,SI1,62.3,57.0,7.33,7.3,4.56,12459
52595,0.75,Good,D,SI2,59.9,61.0,5.9,5.96,3.55,2541
34153,0.33,Ideal,G,VS1,62.1,54.0,4.47,4.45,2.77,854
18361,0.37,Very Good,F,SI1,62.4,59.0,4.56,4.6,2.86,616
49691,0.5,Ideal,F,VVS1,62.6,53.1,5.08,5.11,3.19,2145
45370,0.53,Ideal,G,SI1,61.6,57.0,5.19,5.24,3.21,1665
34105,0.4,Very Good,G,VS1,60.0,56.0,4.81,4.85,2.9,853
22933,1.5,Very Good,F,SI1,61.2,57.0,7.34,7.37,4.5,10973
659,1.27,Premium,H,SI2,59.3,61.0,7.12,7.05,4.2,2845
8315,1.0,Ideal,H,SI2,58.3,61.0,6.56,6.61,3.84,4390
21964,1.23,Very Good,F,VS1,62.0,59.0,6.84,6.87,4.25,10035
29236,0.4,Ideal,E,SI1,61.9,57.0,4.74,4.76,2.94,696
15673,1.01,Very Good,F,VS2,58.8,59.0,6.55,6.59,3.86,6288
50509,0.7,Good,I,VS1,64.4,60.0,5.51,5.58,3.57,2271
13254,1.01,Ideal,I,VVS1,61.7,56.0,6.42,6.47,3.98,5478
10674,1.07,Ideal,H,SI2,62.4,55.0,6.56,6.59,4.1,4840
2581,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3214
34956,0.32,Ideal,H,SI1,61.0,56.6,4.4,4.43,2.7,471
1095,0.8,Premium,E,SI1,61.2,60.0,5.97,5.95,3.65,2912
29752,0.45,Ideal,G,SI2,61.9,54.0,4.91,4.95,3.05,709
30321,0.36,Ideal,H,VVS2,62.3,57.0,4.52,4.57,2.83,726
17938,1.21,Very Good,H,VS1,62.3,58.0,6.71,6.74,4.19,7246
45681,0.53,Ideal,G,VS1,61.9,55.0,5.22,5.25,3.24,1695
23512,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11520
5039,1.08,Premium,I,SI2,60.1,59.0,6.75,6.69,4.04,3750
45199,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1656
27761,0.32,Ideal,H,VS2,61.3,55.0,4.44,4.4,2.71,648
9960,1.07,Premium,F,SI2,62.0,58.0,6.57,6.52,4.06,4700
28771,0.33,Very Good,D,VS2,62.5,59.0,4.39,4.41,2.75,681
36097,0.32,Premium,F,VVS1,61.3,58.0,4.37,4.4,2.69,926
52170,0.5,Ideal,D,VVS2,62.5,53.0,5.05,5.13,3.18,2475
20430,1.22,Ideal,F,VS2,61.5,57.0,6.87,6.91,4.24,8783
53666,0.81,Ideal,J,VS2,62.1,56.0,5.92,5.97,3.69,2708
11328,1.2,Premium,I,SI2,60.0,58.0,6.91,6.93,4.15,4989
47473,0.48,Ideal,G,IF,61.6,54.0,5.03,5.1,3.12,1859
47211,0.59,Ideal,I,VVS1,62.2,55.0,5.38,5.39,3.35,1838
30348,0.37,Very Good,E,VS2,64.0,55.0,4.52,4.57,2.91,728
1948,0.72,Ideal,F,VS1,62.4,56.0,5.76,5.72,3.58,3084
53034,0.71,Very Good,G,SI1,62.8,55.0,5.68,5.73,3.58,2604
36662,0.31,Ideal,D,VVS1,62.3,54.0,4.36,4.4,2.73,949
49671,0.7,Good,I,SI1,63.6,61.0,5.63,5.59,3.57,2142
15130,1.01,Very Good,F,VS2,62.5,56.0,6.4,6.44,4.01,6083
22543,1.2,Premium,F,VVS2,62.8,60.0,6.79,6.74,4.25,10580
16931,1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,6760
15553,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37,6237
14382,0.3,Very Good,G,VS1,62.8,58.0,4.26,4.28,2.68,605
6819,1.01,Premium,G,SI1,60.0,59.0,6.51,6.47,3.89,4118
49614,0.7,Ideal,F,SI2,62.8,55.0,5.68,5.65,3.56,2138
53873,0.8,Very Good,F,SI1,61.6,59.0,5.9,5.96,3.65,2745
19983,1.11,Very Good,F,VS1,60.7,55.0,6.69,6.71,4.07,8528
9198,0.94,Premium,H,VS2,60.1,59.0,6.35,6.32,3.81,4548
27355,2.0,Good,G,SI1,59.1,61.0,8.14,8.18,4.82,17930
29621,0.3,Good,J,SI1,64.0,55.0,4.28,4.25,2.73,439
51854,0.7,Premium,F,SI1,61.0,59.0,5.75,5.69,3.49,2423
53450,0.7,Very Good,G,VS1,59.2,58.0,5.8,5.83,3.44,2676
22372,0.31,Ideal,H,VS2,62.6,57.0,4.35,4.31,2.71,628
13114,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5429
32012,0.3,Ideal,D,VS2,61.8,55.0,4.35,4.32,2.68,778
9677,1.52,Fair,H,I1,65.4,62.0,7.1,7.02,4.62,4648
48198,0.53,Very Good,G,VVS1,61.7,57.0,5.19,5.22,3.21,1948
276,0.71,Very Good,E,VS2,60.7,56.0,5.81,5.82,3.53,2795
42833,0.58,Ideal,D,SI2,63.4,57.0,5.29,5.34,3.37,1356
25243,1.5,Fair,F,VS2,65.3,57.0,7.15,7.12,4.66,13853
36386,0.45,Premium,I,SI1,62.2,58.0,4.89,4.86,3.03,941
11726,0.34,Ideal,G,VS2,61.4,57.0,4.48,4.51,2.76,596
29581,0.41,Very Good,E,SI1,61.8,60.0,4.74,4.78,2.94,705
47851,0.77,Premium,J,SI1,61.8,59.0,5.82,5.86,3.61,1909
14839,1.2,Premium,H,SI1,62.9,55.0,6.77,6.74,4.25,5975
14570,1.04,Premium,H,VS1,59.7,59.0,6.64,6.59,3.95,5882
32655,0.31,Premium,H,VVS2,62.4,59.0,4.35,4.31,2.7,802
40109,0.32,Ideal,D,VS1,60.9,57.0,4.48,4.45,2.72,1114
13426,1.01,Premium,H,VS1,61.1,58.0,6.48,6.45,3.95,5515
25607,2.04,Very Good,I,SI2,62.5,52.0,8.02,8.17,5.06,14477
14407,1.14,Very Good,F,SI1,61.0,60.0,6.67,6.74,4.09,5819
37052,0.46,Very Good,E,SI1,61.8,57.0,4.93,4.98,3.06,968
49257,0.71,Good,I,SI1,60.9,64.0,5.72,5.67,3.47,2087
28041,0.38,Good,I,SI1,63.7,57.0,4.63,4.57,2.93,659
11319,1.23,Premium,J,VS2,62.9,59.0,6.85,6.8,4.29,4986
6206,1.0,Premium,G,SI2,62.2,57.0,6.29,6.25,3.9,3998
25073,1.5,Good,G,VS1,63.8,58.0,7.12,7.21,4.57,13596
29739,0.32,Ideal,G,VVS2,61.6,56.0,4.42,4.44,2.73,708
38128,0.3,Ideal,G,VVS1,61.3,56.0,4.34,4.3,2.65,1013
16949,1.5,Very Good,H,SI2,63.3,57.0,7.27,7.21,4.59,6770
45410,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,1668
12951,1.01,Ideal,H,SI1,61.2,57.0,6.42,6.47,3.95,5387
16230,1.24,Ideal,H,SI1,60.9,57.0,6.9,6.95,4.22,6488
6384,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,576
24609,1.73,Premium,H,SI1,61.8,57.0,7.77,7.64,4.76,12931
20667,1.33,Very Good,G,VS2,61.7,59.0,7.04,7.09,4.36,8953
11410,1.01,Premium,H,VS1,60.9,62.0,6.52,6.49,3.96,5000
43737,0.51,Very Good,E,SI1,61.3,54.0,5.13,5.18,3.16,1438
27370,0.28,Ideal,E,VVS1,62.0,56.0,4.19,4.23,2.61,646
43173,0.54,Premium,I,VS1,61.5,58.0,5.28,5.26,3.24,1389
21024,1.51,Premium,H,VS1,59.8,61.0,7.41,7.35,4.41,9234
13658,1.01,Ideal,E,SI1,61.6,59.0,6.43,6.4,3.95,5590
32045,0.31,Good,F,VS1,63.9,55.0,4.3,4.27,2.74,779
13325,1.14,Ideal,H,SI1,62.3,56.0,6.72,6.69,4.18,5501
22943,1.5,Ideal,H,SI1,62.0,55.0,7.29,7.34,4.54,10989
1963,0.73,Ideal,G,SI1,60.9,57.0,5.81,5.85,3.55,3089
36112,0.42,Premium,E,SI1,62.0,58.0,4.85,4.82,3.0,926
22031,0.34,Very Good,H,SI1,63.3,56.0,4.46,4.45,2.82,628
22860,1.76,Ideal,G,SI1,62.1,56.0,7.69,7.77,4.8,10896
11161,1.02,Very Good,F,SI1,62.5,57.0,6.35,6.41,3.99,4948
48699,0.65,Very Good,G,VS2,63.2,57.0,5.54,5.47,3.48,2009
49605,0.7,Good,G,SI1,64.6,59.0,5.49,5.54,3.56,2137
48731,0.52,Premium,G,VVS2,61.2,59.0,5.16,5.14,3.15,2012
48602,0.72,Ideal,J,VVS2,61.6,56.0,5.76,5.73,3.54,1996
49477,0.54,Very Good,F,VVS2,63.2,54.0,5.2,5.18,3.28,2115
48794,0.78,Premium,J,SI2,60.6,58.0,5.94,5.91,3.59,2022
50536,0.48,Very Good,E,VVS1,60.6,56.0,5.13,5.06,3.09,2275
40589,0.41,Premium,E,VS1,61.9,59.0,4.8,4.77,2.96,1153
25682,0.3,Very Good,F,VS2,63.2,59.0,4.27,4.24,2.69,642
21704,0.31,Ideal,E,VS2,61.7,57.0,4.35,4.37,2.69,627
26876,1.73,Very Good,G,VS2,62.9,58.0,7.58,7.65,4.79,16807
52865,0.89,Fair,G,SI2,58.9,66.0,6.26,6.16,3.66,2579
8663,1.04,Ideal,G,SI2,61.7,56.0,6.57,6.52,4.04,4455
20360,1.57,Ideal,G,SI1,61.7,55.0,7.51,7.44,4.61,8752
7349,0.96,Ideal,H,SI2,62.1,57.0,6.3,6.35,3.93,4213
47033,0.55,Ideal,F,VS2,61.7,56.0,5.3,5.26,3.26,1819
26857,1.75,Ideal,G,VS2,62.6,56.0,7.72,7.65,4.81,16783
52063,0.7,Very Good,E,SI2,62.8,59.0,5.64,5.69,3.56,2453
36325,0.32,Ideal,G,VVS2,61.6,55.0,4.42,4.41,2.72,936
18897,1.07,Premium,D,VS2,61.3,59.0,6.61,6.53,4.03,7751
3336,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3377
19727,1.51,Ideal,J,VS1,61.3,61.0,7.34,7.4,4.52,8298
691,0.73,Ideal,E,SI1,62.7,55.0,5.7,5.79,3.6,2852
32409,0.41,Premium,D,SI1,62.1,59.0,4.74,4.76,2.95,791
9773,0.91,Ideal,I,VVS2,60.6,57.0,6.25,6.27,3.79,4663
27868,0.42,Good,D,SI2,63.1,56.0,4.74,4.8,3.01,653
30539,0.31,Ideal,D,VS2,61.9,56.0,4.34,4.38,2.7,734
19752,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8319
27583,2.29,Premium,J,IF,61.4,60.0,8.45,8.49,5.2,18426
25863,2.08,Premium,I,SI2,62.3,58.0,8.18,8.13,5.08,14947
32379,0.39,Very Good,J,VS1,63.1,56.0,4.7,4.62,2.94,790
14318,1.32,Premium,J,VS2,60.4,58.0,7.11,7.14,4.3,5800
9944,0.96,Good,D,SI1,61.0,61.0,6.29,6.33,3.85,4693
14061,0.3,Good,H,VVS2,63.5,55.0,4.25,4.28,2.71,605
12869,1.21,Very Good,G,SI2,59.3,59.0,6.97,7.0,4.14,5364
1976,0.98,Very Good,H,SI2,63.4,57.0,6.41,6.32,4.04,3091
9017,0.9,Very Good,D,SI1,61.9,55.0,6.18,6.22,3.84,4514
24656,1.73,Very Good,H,VS2,61.7,56.0,7.64,7.7,4.73,12998
23311,1.5,Very Good,D,SI1,63.4,58.0,7.16,7.25,4.57,11352
36197,0.47,Ideal,E,SI2,61.5,55.0,4.98,5.04,3.08,931
52050,0.79,Good,I,VS2,58.5,62.0,5.99,6.04,3.52,2451
21191,1.5,Very Good,I,VS2,59.4,61.0,7.41,7.45,4.41,9342
5670,0.91,Ideal,G,SI1,62.6,57.0,6.16,6.21,3.87,3884
35991,0.42,Ideal,H,VVS2,62.4,56.0,4.78,4.8,2.99,921
8966,1.03,Premium,F,SI2,61.6,58.0,6.43,6.46,3.97,4503
5741,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,3893
27725,2.01,Premium,G,SI1,60.3,59.0,8.23,8.15,4.94,18741
36856,0.5,Good,D,SI2,58.5,64.0,5.2,5.12,3.02,958
51890,0.52,Ideal,E,VVS2,61.8,56.0,5.15,5.18,3.19,2430
43483,0.47,Ideal,G,VVS1,61.6,56.0,4.99,5.05,3.09,1421
7450,1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,4233
28388,0.33,Ideal,H,VS2,61.2,55.0,4.47,4.45,2.73,668
21253,1.24,Good,G,VS1,60.2,63.0,6.96,6.99,4.2,9405
6999,1.0,Premium,F,SI2,62.6,58.0,6.37,6.31,3.97,4155
30544,0.31,Ideal,E,VS1,61.6,56.0,4.35,4.38,2.69,734
544,0.8,Good,E,SI2,63.7,54.0,5.91,5.87,3.75,2829
4833,0.92,Very Good,D,SI2,63.7,57.0,6.12,6.21,3.93,3707
28288,0.3,Ideal,I,SI2,62.4,54.0,4.32,4.34,2.7,367
5121,1.04,Ideal,J,SI2,60.4,57.0,6.55,6.6,3.97,3762
6529,0.9,Good,D,SI1,63.2,62.0,6.06,6.13,3.85,4068
4024,0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
19479,1.7,Good,H,SI2,63.6,56.0,7.51,7.56,4.79,8115
39874,0.33,Very Good,E,VVS1,61.5,57.0,4.44,4.48,2.75,1103
34732,0.37,Premium,E,VS1,60.4,58.0,4.61,4.66,2.8,876
9408,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4587
2616,1.01,Premium,H,SI1,62.9,58.0,6.38,6.34,4.0,3224
19741,1.27,Very Good,D,SI1,62.5,58.0,6.87,6.92,4.31,8312
30596,0.31,Premium,D,VS2,60.7,59.0,4.35,4.38,2.65,734
26175,1.55,Ideal,G,VVS2,61.9,54.0,7.41,7.45,4.6,15512
3481,0.81,Ideal,G,VS2,61.5,55.0,6.0,6.06,3.71,3397
18150,1.01,Ideal,E,VS2,62.1,56.0,6.41,6.45,3.99,7355
36797,0.34,Ideal,E,VS2,62.6,55.0,4.45,4.43,2.78,956
40638,0.41,Premium,E,VS1,62.8,58.0,4.72,4.7,2.96,1153
48629,0.77,Very Good,J,SI2,61.3,58.0,5.84,5.91,3.6,2001
23103,1.5,Fair,E,SI1,58.2,66.0,7.45,7.4,4.32,11128
35015,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,882
287,0.81,Very Good,E,SI1,60.3,60.0,6.07,6.1,3.67,2797
13096,1.21,Premium,I,SI1,59.3,59.0,6.98,6.95,4.13,5421
12420,1.09,Ideal,H,SI1,62.3,55.0,6.58,6.62,4.11,5238
11826,1.08,Ideal,E,SI1,62.6,57.0,6.53,6.56,4.1,5096
50768,0.71,Premium,I,VS2,60.4,60.0,5.8,5.72,3.48,2300
4662,1.04,Ideal,I,SI1,59.7,56.0,6.6,6.54,3.92,3669
13635,1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,5580
3157,0.78,Very Good,E,VS2,61.7,58.0,5.9,5.93,3.65,3334
14262,1.04,Premium,H,VS2,60.4,59.0,6.66,6.51,3.98,5777
30687,0.4,Good,F,SI1,63.6,57.0,4.67,4.7,2.98,737
15826,1.2,Premium,H,VS2,61.4,59.0,6.79,6.75,4.16,6333
29078,0.23,Premium,D,VVS2,58.9,60.0,4.03,3.95,2.35,688
15220,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6110
9011,1.01,Premium,H,SI1,62.3,58.0,6.42,6.35,3.98,4513
15386,0.29,Very Good,G,VVS1,62.0,55.0,4.27,4.29,2.65,607
19738,1.09,Ideal,G,VS1,60.3,57.0,6.68,6.73,4.04,8305
31781,0.42,Very Good,F,SI1,62.9,57.0,4.73,4.77,2.99,773
12043,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,596
33238,0.33,Ideal,F,VVS2,61.4,57.0,4.43,4.46,2.73,824
14302,1.16,Ideal,D,SI2,62.1,54.0,6.74,6.79,4.2,5793
11077,0.9,Very Good,F,VS2,62.3,58.0,6.14,6.16,3.83,4924
28064,0.31,Good,F,VVS2,63.6,55.0,4.29,4.33,2.74,660
52371,0.52,Ideal,F,IF,60.3,57.0,5.23,5.28,3.17,2504
3348,0.91,Very Good,E,SI2,63.4,58.0,6.15,6.09,3.88,3379
15111,1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,6073
23357,0.3,Ideal,G,SI1,62.1,53.0,4.32,4.37,2.7,422
9861,0.91,Ideal,H,VS2,62.4,56.0,6.2,6.14,3.85,4678
38603,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1039
729,0.32,Good,E,VS2,64.1,54.0,4.34,4.37,2.79,556
17974,1.32,Very Good,H,SI1,62.3,57.0,7.04,6.99,4.37,7270
39341,0.52,Good,H,SI1,63.6,62.0,5.11,5.04,3.23,1073
6003,1.01,Premium,I,SI1,62.7,59.0,6.43,6.36,4.01,3959
38378,0.39,Ideal,F,VS1,62.3,57.0,4.69,4.65,2.91,1024
10572,1.02,Premium,D,SI2,62.5,59.0,6.38,6.43,4.0,4818
24773,1.51,Premium,F,VS1,62.7,59.0,7.31,7.23,4.56,13134
31188,0.32,Very Good,D,SI1,63.3,57.0,4.39,4.36,2.77,756
42290,0.32,Premium,H,VS2,61.0,60.0,4.35,4.41,2.67,505
2282,0.9,Very Good,H,SI2,62.8,57.0,6.15,6.2,3.88,3160
6944,0.95,Premium,E,SI2,60.7,59.0,6.3,6.36,3.84,4142
46198,0.51,Premium,F,VS1,60.0,58.0,5.21,5.19,3.12,1749
9869,1.03,Ideal,D,SI2,61.8,56.0,6.46,6.51,4.01,4679
11964,1.15,Premium,H,SI1,60.9,57.0,6.8,6.72,4.12,5139
6744,0.33,Good,E,SI1,63.4,55.0,4.37,4.4,2.78,579
41821,0.5,Ideal,D,SI2,61.0,57.0,5.15,5.12,3.13,1250
21345,1.27,Ideal,G,VS2,61.9,57.0,6.9,6.93,4.28,9489
28088,0.3,Fair,F,VS2,64.5,55.0,4.31,4.19,2.74,662
40901,0.5,Ideal,H,SI1,62.0,56.0,5.09,5.12,3.16,1178
17996,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7277
2526,1.04,Good,J,SI2,63.8,56.0,6.36,6.32,4.05,3204
32871,0.41,Ideal,F,VS2,61.7,54.0,4.79,4.81,2.96,809
30788,0.3,Ideal,E,VVS2,61.2,56.0,4.34,4.38,2.67,742
15025,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,6048
53633,0.3,Ideal,D,SI1,61.9,54.0,4.32,4.34,2.68,552
2819,1.0,Fair,F,SI2,65.1,55.0,6.26,6.23,4.07,3265
37939,0.3,Ideal,I,VS1,62.2,53.9,4.29,4.33,2.68,486
46313,0.3,Ideal,G,VS2,62.3,56.0,4.27,4.3,2.67,526
37223,0.43,Ideal,E,SI1,62.6,56.0,4.82,4.79,3.01,975
35059,0.4,Premium,D,SI1,60.9,60.0,4.78,4.74,2.9,884
8046,0.25,Ideal,G,VVS1,62.6,55.0,4.03,4.04,2.52,582
10943,1.01,Good,F,SI1,63.8,59.0,6.29,6.32,4.02,4899
14943,1.2,Very Good,H,SI1,62.5,59.0,6.66,6.72,4.18,6019
34807,0.31,Very Good,G,IF,60.8,56.0,4.41,4.44,2.69,878
10293,1.02,Fair,H,SI1,65.5,60.0,6.29,6.22,4.1,4758
36113,0.42,Premium,E,SI1,61.5,61.0,4.87,4.82,2.98,926
52893,0.7,Very Good,H,VVS2,58.8,58.0,5.88,5.78,3.43,2585
11812,1.16,Ideal,I,SI1,62.6,57.0,6.71,6.67,4.19,5091
30137,0.32,Premium,G,VS2,62.0,58.0,4.38,4.33,2.7,720
17321,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,6945
40340,0.33,Premium,D,VVS1,61.8,58.0,4.4,4.43,2.73,1129
28387,0.33,Premium,H,VS2,61.4,58.0,4.49,4.44,2.74,668
51508,0.55,Ideal,G,IF,61.1,57.0,5.26,5.31,3.23,2383
45251,0.54,Good,E,VS2,63.3,55.0,5.2,5.26,3.31,1660
30583,0.31,Ideal,D,VS2,62.2,57.0,4.31,4.34,2.69,734
20681,1.26,Ideal,H,VS1,61.0,57.0,6.97,7.03,4.27,8959
53724,0.71,Ideal,I,SI1,61.5,55.0,5.76,5.79,3.55,2721
46918,0.7,Ideal,J,SI1,62.1,54.0,5.72,5.74,3.56,1815
35383,0.41,Very Good,G,VS1,60.7,58.0,4.79,4.83,2.92,899
44808,0.5,Ideal,E,VS2,60.0,57.0,5.12,5.15,3.08,1624
46017,0.53,Ideal,E,VS2,61.0,57.0,5.26,5.23,3.2,1727
